rating,comment
5,It took quite a while to receive the resistant band. The quality is good and value for money.
5,Intensity was accurate in terms of the strength it stated. Cheap and work well.
5,Received in order but yet to use it so not sure about the strength
2,Ordered before. it is ok
5,Items received in good condition. Hope it spur me to exercise. Yet to test out. Thanks. 
5,Received in good conditions
5,"Item as described. 1 week from order to delivery.
Thank you seller "
5,Product is as expected. Arrived in reasonable time and there is difference in tension between the two colours. Would recommend
5,"Purchase the medium resistance band, it is thin and not sure if able to withstand high pressure/resistance exercise. Nonetheless the product came in good condition! "
5,Fast delivery. Item quality okay. Good good good good good.
5,Yet to try. But it was well packaged. Seems good enough for price paid. 
5,quality is great & shipping was relatively fast despite it being the COVID 19 period!!! 
5,Item as described. Quality so so but you get what you pay~...
5,Ordered on Jun 6 and received on Jun 15 in good condition 👍🏻
5,"Great item
Thank u for the prompt service"
5,Happy with the product. Delivery took quite sometime but its okie. 
5,The product quality is ok for the price paid and delivery time is acceptable 
5,good! i like the resistance that the yellow one provides !! came quite late (more than a week) but it is understandable due to current situation :) overall satisfied
5,"arrived faster than expected, quality of product = average "
5,Received item in good order. Yet to use it but should be ok...
5,Came as described. All have good resistance. The red one in particular has a very strong rubber smell compared to the yellow and blue. 
5,Items received and quality seems tally to wat I expected (medium strength) however it took almost 2 weeks to arrive 
5,"The product does smell and feels very weird at first .
Should clean it before using.  
But overall gets the job done for working out, it's cheap. "
5,"item arrived 11 days after ordering, seems good, have yet to test band"
4,Good quality but slow delivery.
5,"Tried using it and seems really good and effective in toning the body!!
"
4,Good. Would be great to include the strength on the strap.
4,Quality feels good hopefully doesn’t tear when using. 
4,Ok for the price 
5,Abit worries the “extra light” band will tear as the quality are really really thin. Like the red (heavy) one. 
4,"Looks legit.
"
5,Received items well packed
5,Items arrived in good condition and earlier than expected
5,"not bad, quite good👍🏻 wish that it was longer but it’s really good, also I really scared that the red one will snap but it seems pretty good "
5,Shipping was pretty fast. Quality feels pretty good for the $0.99 flash sale!
5,"Good quality bands, I recommend."
3,"the bands are much smaller than expected tbh, and feels like it'd snap of i use it"
5,Cheap. Decent quality. Shipping take around 1 week. Not bad 
5,Packaging arrived in letterbox promptly. Thank you seller
5,Great buy! Cheap and is very useful for training arms. Highly recommended. Thank you seller!
5,"received in individual packaging. not too sure if it works, havent try yet"
5,Items reach faster than expected as ship from China. Hope it last
5,Just received these workout tools. Items inside the small envelope in good condition. Quality not bad. We can use them in oir next workout. Recommended. 
3,"Received item in good condition, but the smell of rubber still very strong even after been washed."
5,Delivery waiting time was average. Item received well packaged. Enjoyed the product as it is what i expected. Will definitely recommend this seller as it was a smooth and easy transaction. The communication was clear. Looking forward for my next purchase. Thank you seller............................
5,Items well-received. Seller took the effort to ensure items were well protected from damages via delivery. Highly recommended seller. 👍
5,Order received in good condition. Tried the black one and the resistance is really good. Highly recommend for those looking for good home workouts.
5,Good quality of resistance bands expect for the smell...
2,Tore on the 4th day of using... sad :(
5,"Great elasticity and resistance, great buy, very worth :)"
5,Product is of good quality and came as described. Satisfied with my purchase.
5,Goood quality!!!!!! Really like it!!!! Fast delivery!!!! 
5,"it is quite short, and not very strong. but good quality thanks!"
5,Condition look good and the delivery was very fast too. Will definitely consider buying next time. 
5,Bought during the flash sales quite affordable. However it’s damn short like can just put over my forehead like a headband??
1,"Bad quality 
Quite thin
Not what I expected 
Request for cancel order they refused to
Then wasted my money "
4,Is ok
5,Material is good. 0.9 is quite intense. Will see if I can keep up with it! 
5,Received my parcel in fast delivery thanks 
5,"Received in good condition. Delivery was fast too, Thank you! "
5,"Worth the money, only no indication of the resistance. Fast delivery "
5,As promised 
5,Mom said it was good for her exercise.
4,"Love it, though I wish it came in different colours 

Smells funky - had to soak in soap before the rubber smell fades off. "
5,"Bottle arrives in 2 days, very fast delivery. Item is authentic and in very good condition. Will buy again from this seller. Highly recommended."
5,"Seller didn’t have cadet so accepted my request of trout green. Delivery was next day, really quick! Very satisfied. "
5,very quick delivery this time! am a return customer and very pleased w my purchase as usual. Item arrived next day despite it being a flash sale item
5,Loving the Color and the quality of the water bottle will definitely buy it again! Fast delivery
5,Item received fast and well packed. Genuine item. Thank you seller
5,"Prompt delivery, received in 2 days! Item is nicely packed. Very happy with my purchase."
5,Received in 5 days in good condition. Minimal scratches. Good deal. 
5,"Shipping was fast, received it in 2 days. Item was also boxed and in good condition."
5,Good quality. I bought again lol. 
5,Fast delivery. Items received in good condition. Highly recommended. 
5,"Super fast delivery !! Well packed and love the bottle! 

Will buy again from this supplier!! Excellent service!!




"
5,"Delivery was swift.
Good quality.
Cheaper than retail. 👍👍👍"
5,Very good customer service.n fast to receive.
5,Second purchase. Good value. In the event of a future promotion again will definitely buy it. Haha seem to always misplace my waterbottle lol. 
5,Prompt delivery! A lot cheaper than retail price and the colours are really pretty :) 
5,bought this during flash deals !! the bottle was delivered to me after 2 day. very very fast !! worth the buy 💯 
5,Second time order from the same seller. Trusted and reliable. Order yesterday and receive the item today. 
