rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,"Good material!! however, it came with a different brand on its tag but still good quality overall and would recommend! easy to take off also because of the design",good material however came different brand tag but still good quality overall would recommend easy take also design,Product Quality,2,Positive
5,Received in about 10 days. It’s definitely “low impact” in terms of support! But very comfortable and fits well! ,received day it’s definitely “low impact” term support but comfortable fit well,Product Quality,2,Positive
5,"For this price, i would say that the material is pretty decent. Delivery was relatively fast. ",price would say material pretty decent delivery relatively fast,Product Quality,2,Positive
5,"Items well received! XL leggings fit comfortably but the ends at the ankles were loose, looks more boot-cuttish. The M sports bra is real tight for me though, would have been better to size up as a whole! The other L sports bra that I bought fit nicely. For ref I’m 1.68m, 53kg, 75B/C.",item well received xl legging fit comfortably but end ankle loose look bootcuttish sport bra real tight though would better size whole sport bra bought fit nicely ref i’m kg bc,Product Quality,2,Positive
5,"Return buyer cos I absolutely love the material!
Delivery was slightly more than a week.",return buyer co absolutely love material delivery slightly week,Product Quality,2,Positive
5,Received in good condition. Thanks seller!,received good condition thanks seller,Delivery & Service,2,Positive
4,"It fits well and material is soft, might get a smaller size next time as it's quite loose. Delivery was on time despite the constraint now and package was nicely packed",fit well material soft might get smaller size next time quite loose delivery time despite constraint package nicely packed,Product Quality,2,Positive
5,Has got to be my best purchase from moving peach till date. Will definitely buy it in order colours soon. ,got best purchase moving peach till date definitely buy order colour soon,Others,2,Positive
4,received with a stain at the back that didnt go away even after washing 😰,received stain back didnt go away even washing,Delivery & Service,2,Positive
5,"Contray to what others posted. I didnt like this piece as i felt it cuts into my arms and restricts my arm movement. Still giving 5stars due to customer svc.
Delivery is long...",contray others posted didnt like piece felt cut arm restricts arm movement still giving star due customer svc delivery long,Delivery & Service,2,Positive
5,"Items took really Long, about 3 weeks probably due to the different collation from various sellers overseas but items all came correct and the packaging came in different types overall quality is quite okay, except for the legging which is slightly see through when stretched. 4 items for about $50",item took really long week probably due different collation various seller overseas but item came correct packaging came different type overall quality quite okay except legging slightly see stretched item,Product Quality,2,Positive
4,not 5 stars as i dont love the straps + support isnt great. but comfortable to wear as a crop top or yoga ,not star dont love strap support isnt great but comfortable wear crop top or yoga,Product Quality,2,Positive
5,"just arrived - earlier than expected. have yet try it but looks good.
",arrived earlier expected yet try but look good,Delivery & Service,2,Positive
5,"Fits quite well, usually a size S for Nike sports bra as a gauge. ",fit quite well usually size nike sport bra gauge,Product Quality,2,Positive
5,Padding is thicker than expected but worth the purchase!! ,padding thicker expected but worth purchase,Others,2,Positive
5,"Delivery took abt 2weeks, came in good condition. 2nd purchase. Shorts are comfy.",delivery took abt week came good condition nd purchase short comfy,Delivery & Service,2,Positive
5,"Comfy and nice. I usually wear M but I bought 2XL and it fits nicely. For the price, it’s actually worth it!",comfy nice usually wear but bought xl fit nicely price it’s actually worth,Product Quality,2,Positive
4,Material is a bit rough but works well as shorts for the home or running errands. ,material bit rough but work well short home or running errand,Product Quality,2,Positive
4,"Not the best material (the grey is a bit translucent), but comfortable enough for home wear. ",not best material grey bit translucent but comfortable enough home wear,Product Quality,2,Positive
4,"received in 11 days in perfect condition! it’s very comfy and fits nicely on me (waist-hips-bum: 76-92-100cm) however, do note that it’s a bit translucent in sunlight and the shorts keep folding upwards (3rd pic) which is annoying ☹️...could be better at this price 🤧..thank you seller! 😊😊",received day perfect condition it’s comfy fit nicely waisthipsbum cm however note it’s bit translucent sunlight short keep folding upwards rd pic annoying ☹️could better price 🤧thank seller 😊😊,Delivery & Service,2,Positive
5,2nd time purchasing the shorts. Came within 2 weeks and looks good.,nd time purchasing short came within week look good,Others,2,Positive
5,"Yay happy with purchase! Good quality with reasonable padding, support is not bad. Colour is slightly darker in real life. Do note that the white inner lining will show a bit & to be careful as its abit difficult when wearing and taking it off. ",yay happy purchase good quality reasonable padding support not bad colour slightly darker real life note white inner lining show bit careful abit difficult wearing taking,Product Quality,2,Positive
